User Name,Sex,Comments,Likes,Replies
绿针,保密,他们说长大了就都懂了[永雏塔菲仲夏集_玉玉小菲],2,
会喵喵叫的小鱼,女,"其实我很感谢大学里开的心理健康课程，让我知道了有些不觉得是问题的事情其实已经很严重了，而一些觉得很严重的事情其实只是小事。也终于知道犯错是可以寻求帮助去解决问题的，而不是只会被指责完之后还要独自面对。给了我力量去面对未来必然会遇到的事情。
[保佑]老师，学校教会我们的不是只有知识还有如何好好生活。[给心心]感谢厨子老师的努力~感觉真的会帮到很多人",1,
云心Tin,保密,我国的社会保障法 医疗保险 劳务合同等 进社会还有许多需要学习的东西,0,
xyz皮卡,男,求老师救救,2,
水色紫鸢,保密,大家都说你总会自己学会的，你应该自己长嘴问，但有一些事情，你不了解相关的知识，你甚至都不知道自己应该问……不问又怎么知道呢？不知道又怎么会去问呢？从来没有人教，结果习惯就成了理所当然。真的好喜欢厨子老师的想法呜呜呜，只有我们这种经历过第1次的人才知道这门课的必要性！！！[给心心],1,
黑羽在线,男,大学生刚毕业出来工作，结果生病了去医院，住了三天，回公司开不出病假。说要医院开什么单子，不懂怎么开。[大哭][大哭],2,
千墨sumi丶,女,刷了好多次老师的视频都没关注，刷到这里啪的一下就关注了！,2,
-嘎喵-,保密,我毕业了两年后才知道本科生毕业去工作的话还可以申请很多补贴，但是学校跟家里从来不跟我说这些，等到两年后才跟我说有这种，还能申请一万多的补贴，家里人还骂我怎么不去补贴，我都不知道有这事怎么去申请……,2,
北冥有猫其名为喵,保密,上mooc,2,
qwer8991,保密,以前有套书大概是农民进城指南，生活常识很多其实是需要生活在其中，比如知道带玻璃瓶子买酱油啤酒少5毛，比如放假前一天挤超载公交时候售票员边上会有空间放书包，比如父母吵架会有居委派出所子女要做什么笔录，比如老人开刀父母不在的时候孩子找谁签家属同意。很多这些常识现在的年轻人不见得需要知道，因为不见得是生活经历最重要的部分，相反现在的年轻人需要去负责更为复杂的社会运营结构，比如食用油如何安全运输销售，比如学校资源分配产学匹配，比如执法合规高效又能覆盖新兴问题，比如医疗如何扩容又要保证质量和普及性还想提高医生待遇，这些既要又要还要的社会需求，才是真正需要现在年轻人去卷的地方，所以有些流传下来的社会常识，真的还要人花时间在低效流程中去体验学会，恐怕放在现在真的来不及,0,
搞点薯条啦,保密,很需要！很需要！很需要！尤其最近再愁交通的事，我们那小县城我连公交都没坐过，家人送我来上大学，假期坐公交到车站我都不会[无语],1,
夸夸其谈nice,保密,厨子老师太好了[大哭],2,
O---V---O,保密,能不能网课同步b站[大哭][大哭][大哭],2,
琉璃鸭鸦,保密,你举的这些例子我都不会怎么办[保卫萝卜_哭哭],2,
邬叶威,保密,每次看厨子老师的视频，都感慨像厨子老师这种才是国内真正需要的教育者，才是真正教人读活书的老师。,1,
笑抽的兔子,男,我想看[打call][打call],2,
斯坦因不说话,保密,老师！还想帮忙解读让学生了解一下劳动法，大四实习了，但是特别怕一些什么第三方合同，还有转正前被辞退之类的，不知道怎么保护自己的权益,1,
DieLoreleii,保密,虽然up挺贴心的，但是其实大学和之前中小学相比很重要的一点就是要学会自立自强自学，不懂的就自己去检索自己去找，而不是被动的被灌输知识。自学能力越强，获取的信息越多，就比别人更优秀[打call],1,
米山舞银蛇,保密,MOOC上能开课吗[大哭][大哭][大哭],2,
Gloria阿瑶,保密,来晚了，已经入职一个月了[大哭]还是外地，租房那种,1,
RosyRoss,女,连专业知识都学会，学的会这些东西想研究的自然就会了。,0,
闿平,男,[吃瓜],2,
ab的好,保密,确实需要[笑哭][笑哭]上大学以来唯一有自然动力的课程,0,
映鸥,女,很需要租房之类的，第一次合租我就踩雷了,1,
刘老衲,保密,对的，大学生都需要这门课，还有一门，个人管理（时间管理，精力管理，财务管理等）[微笑]实用课程,0,
长街深港i,保密,很需要了 厨子老师录个网课吧[大哭],0,
烨子-代,男,这种东西不应该是向父母学习吗，为什么现在人基本都不会？,1,
永远天真-,保密,老师一定要教啊！我真的很需要，如果老师有空的话，可以发出来让我们一起学习，万分感谢！[打call][给心心][点赞],0,
没有咖啡的一天要哭哭,保密,这门课对于出来社会的人依旧很重要[笑哭]已经踩过很多雷比如租房这方面,1,
AKA汐入玖玖里,男,请问高铁和火车的区别是什么，怎么坐高铁，以及火车和高铁怎么转站（目前只想直通觉得转站太麻烦怕耽误事）,0,
tousAnd,保密,如何安装steam！我真的很需要[打call][打call][打call],0,
为3遇见更好的自己,女,太有必要的常识课了，大学生并不会觉得这是水课，而是他们会选择性的选择去听有用的课,0,
code了吗,保密,@bubbles泡泡 好有用,1,
妖魔横行,女,非常需要这样的课！看up会讲到五险一金和医保之类的，本来该在大学生职业生涯规划课讲的东西，我们的课程内容变成做就业倾向的表去了，相关内容就一张ppt带过。,1,
勿忘慎念,保密,@_花谢 这个是真有用,0,
_闻人_翊悬__,保密,想听[大哭][大哭]，woc我甚至是真不知道医院看病流程啊[大哭][大哭][大哭],1,
兰那罗大王堂堂参上,保密,老师开网课啊啊啊啊啊啊啊我真的很需要！！！可以放在慕课上！！！,0,
寻梦_归,保密,开一堂新课教同学们实在的真东西是一件非常好的事情，像《十万个为什么》一样，大学的课堂难免会有考试，只是说当一项需要了解的常识变成了需要学习的考点时总会给我一种反感。希望也建议这么好的老师能在教学和“考试”之间把握分寸，或者把教学和考试内容变成实操效果会更好一些。[给心心],0,
丶桃桃酱丶,女,我需要！,2,
cei嘎一西内,保密,厨子老师离了你谁还把我当小孩呜呜,2,
你是一只小金鹏,保密,支持支持支持！可以避免走一些弯路，降低试错成本，很不错了,0,
VVera-Q,保密,或许还可以讲讲劳动仲裁的流程以及仲裁相关的一些要求,1,
日暮寒栖,保密,厨子老师我们需要网课[打call][打call][打call],0,
Dr结城,保密,从未关注从未错过[doge],0,
抓只飞燕炖汤喝,女,非常需要啊啊啊啊！！！请务必录成网课ww,1,
葁摪,女,还有还有，坐车的流程，我没有自己一个人坐过高铁出远门，回家,0,
物鱼鱼鱼物鱼,男,现在的学生真的很需要这种课程，之前在学校那边去城里的医院边搜教程边走，排队的时候被人看到还意味深长的瞟了我一眼🥲,0,
牧羊星球的小王子,保密,这个真的有用,0,
老气的松果儿,女,建议学学马克思唯物主义辩证法，具体问题具体分析。[脸红],0,
KSong-凯槡,保密,大一的时候就离校租房外住了 自己动手尝试买菜做饭 找兼职挣零用钱 什么都不懂也没人教 踩了太多太多坑了 好在父母都是医 生了病也不怕 医院流程我也算比较熟悉 这门课真的很有用 能少走很多弯路,0,
心乐兮,保密,看过老师第一期课程，讲就医常识讲得特别好[打call]但是我也希望老师能讲一下社会识人常识。本人大一周末的时候第一次去漫展玩，逛累了到场馆外的空地上休息，然后有一个人走过来，拿着一张小卡片，上面印着他各种疾病和潦倒的经历，还有微信付款码，总之就是过来乞讨的。我看到小卡片上可怜的经历和其他好心人的签名，就扫码付了20块钱。又逛了一会儿，有另外一个人拿着同样的小卡片来乞讨，只是上面的签名不一样，这次我付了10块钱。等回到学校我感觉不对劲，在犹豫要不要报警揭发（疑似）团伙乞讨诈骗。为此事我内耗了好久，希望老师能解答我的疑惑[委屈],0,
系可爱滴小丸子呀,保密,这些东西快毕业的时候学校会有网课，关键看你自己看不看。咋说确实出来很多东西不知道，但是谁不是第一次，尝试就好。,0,
岚为芹,保密,老师网课收费我都买单！[脱单doge],2,
71821586384_bili,保密,真的很有用，出社会了都觉得很有用。,0,
克里安素,男,@糯米核桃糕 宝宝，这个真的很有用的,0,
小羊爱摸鱼,女,甚至我现在毕业一年了，身边好多同学还会因为工作、生活或者是维权方面碰到很多壁，这些内容真的非常需要！,0,
不是时常,保密,五险一金和社保医保（感觉真的很需要科普,0,
沐林旭,女,卧槽老师我爱你！[大哭][大哭][惊喜]第一个这么做的吧应该是，太人性化了！,1,
碎瑾瑜,保密,现在已经好很多了，网络越来越发达，获取信息的方法更多了，我那时候所有事情要自己摸索，自己去学。,0,
阿离我抱走了,保密,开一门网课吧，真的很需要,0,
-街角卖回忆,女,大学生表示真的很需要[大哭],0,
東山浩太,男,话说17的时候也是从小被要求读书就行其他什么都没干过就这样跑到国外开始独居生活了没什么难的,1,
让坂,保密,养成了什么东西都需要教的习惯，以后总会有自理不了的情况，然后又要怨天尤人说别人没教。成年人了，埋怨没人教更重要的是自己学,0,
浅色_時光,女,大四了，现在特别迷茫[生病],0,
Backlight枝年,女,还有怎么做地铁高铁甚至是有轨电车，第一次来沈阳这种大城市上学什么都不会[大哭][大哭],1,
Ryanzbili,保密,还有关于纳税，和基本法律逻辑(不伤他人也保护自己),0,
司泠,女,"我去医院拔牙。
我爸：你进去就完了，跟着走就行了，问就完了。
我爸去医院复查高血压。
我妈：你看着点单子是不是要叫你的号了。
混乱。
我妈：怎么还没叫到你，都你后面的去了，你快去问问。
一问，护士：你要去签到呀，签完到过来等号，没叫到你你也不赶紧问。
我妈数落一遍，护士数落一遍，进去了医生数落一遍。",2,
灯笼果粒橙,保密,一定要教excel和word,1,
安轩利,保密,老师，慕课，学习通，智慧树，B站，抖音都可以，非常需要这门课[大哭],1,
雀食栗骸,保密,插眼，我真的很需要网课,0,
暴躁小迪达拉,保密,还有如果作为消费者权益被损害时，如何处理[打call][打call][打call][打call],0,
iNVAiN9527,保密,"其实就两件事：
1. 如何自主学习
2. 如何获取帮助",0,
宝贝不让我抱,保密,老师，真的很需要这种课，很多东西都不会，也迷迷糊糊的状态学习,0,
账号己注削,男,这下真的感谢科普了,0,
嚣张跋扈瓜氏小师妹,女,……如何辨别松花蛋有没有变质[大哭][大哭][大哭][大哭]好想吃家里的松花蛋可是放了很久了也不知道有没有坏,0,
年少有为-仙,男,这种课真的很有必要,0,
榕轶,女,可以讲讲租房买房，房地产相关的[打call],1,
波比波比000,女,老师，可以开成录制的网课吗？真的非常需要！[大哭][大哭][大哭],1,
青河墨路,保密,还有如何收集、管理信息。（面对N个微信群的99+轰炸真的很无助，然后和朋友交流，会发现自己很多活动和比赛都不知道）,1,
L__ing__,保密,支持老师网课,0,
兴小烊yy,保密,啊啊啊太支持啦！！希望会有网课,0,
望深-,保密,正所谓“前人栽树，后人乘凉。”,1,
无意识碎片nefelibata,保密,这些生活常识也不仅限于课程学习，更多的是起到指引的作用而更重要的是实践。,0,
十寸之宇,男,"第一，学习和参考内容本身。

第二，考虑为什么大学生存在这样的常识问题；在这种背景下，性教育的在制度上的推动，是不是可以考虑的？",0,
丨丷梦丷丨,保密,独自出远门注意事项！还有独居需要物品,0,
小高是个番茄脑袋,女,求出网课！一定认真学,0,
狒狒大王称霸宇宙,保密,教教我如何自爱才不酸自私，如何爱别人才不会感到卑贱，如何受到伤害后（以前的），坦然接受。,0,
南中医儿科的老马,保密,老师，我在南京中医药大学，可以开网课吗？,0,
取个神ID太难了,男,计算机小白入门课程求求了,0,
LAUWZR,保密,@山河天念远 @Cameo丶,0,
周空-,保密,简易的水电木工，或者是告诉大家什么情况下身体是正常的，简单买点药就好不用去大医院,0,
点又耶_,女,如果前两年我能有这个课选，我都不知道自己能有多顺利[大哭][大哭]希望这种课，能够成为必修课吧[大哭][大哭]不要做选修课,0,
Sunclouds_,男,现在还是高三生但是很需要这个，这个课能看到网课吗,0,
bbgg丶毛驴驴,保密,支持老师，我也要上课,1,
沈砚37,保密,太有用了这门课，不敢想象我大学时如果听到有多开心,0,
小愚关,女,真的非常需要！！,0,
bili_23286650762,保密,是这样的，感觉自己的生活一塌糊涂，连个女朋友都找不到[大哭],0,
阔爱de男孩,保密,"大学生亲测
一天能有大几十块，
虽然多的没有主要轻松无脑操作一天一两小时
放动态啦[doge][doge]！！！",2,
熬夜容易生病啊魂淡,保密,学完没一定实践的话还是没用，因为这些东西日常我们也见过但是实践起来不容易,0,
轻松熊味的饼干,女,提问：如果不需要转诊，就在校医院就诊，仍然可以在校医院用医保报销吗,1,
云_悠_悠,保密,老师求求您出个网课吧[大哭][大哭]B站慕课都可以，我真的很需要这个，谢谢老师[打call][打call][打call],1,
JOleenG1901-,女,支持老师，我想上课,1,
KLXNBE,保密,支持老师，想看网课,0,
空空空子wow,男,真的不敢自己上医院，太局促了[捂眼],0,
你看我削不削你就完了,保密,老师，网课，很需要,0,
林夜昙,保密,终于有老师想到要教我们这些了，想当初我刚毕业时候真的是小白一只出来全蒙啊[大哭],0,
肉球球球球球胖,保密,老师真的很需要,0,
喜欢小棉花的狗勾,保密,已三连[给心心][给心心]希望老师可以出网课,0,
细踩白沙,保密,我真的很需要！球球网课！,0,
雪逸悠云,保密,我已经快退休啦，被同事们成为哆啦A梦，而且修的了电器，做的了甲方[星星眼]所以老师需要啥帮助？,0,
苦味方糖儿,保密,"我当初第一次离开家去外地生活上学，没有亲人没有朋友不知道怎么和人交往沟通，大学生生把自己逼出中度抑郁。大学四年除了社会阴暗面和人性的丑恶我一无所获，希望看到的人能以我为诫
内向的人一定不要觉得别人会在乎你的感受会关注你，只有你自己发声了才会有人看到你尊重你。没有谁是可以被忽视和不平等对待的，你怎么对待自己，别人就怎么对待你。当然以上是以不伤害到他人为前提的",1,
祭郁是非酋,女,@绳网用户ihan,1,
Mithrendir,男,这种社会经验说重要很重要，但大部分也很容易学会，基本上看一次走一次就会了，重要但价值不高。,1,
楽笙-,保密,一定详细讲讲五险一金，特别是要哪些能力才能取得有五险一金的工作[脸红],0,
aierweisi,女,还有农阳历怎么分！,1,
謏捷,保密,高中生在此，已经意识到了，这真的不是什么先搞好学习再处理的事情，学习只是生活的一部分，真的要清楚地认知这一点,1,
洛玄致,保密,老师，网课真的很需要！（一个云学生的期盼[大哭][大哭][大哭]）,1,
-BLME-,保密,真的很重要这些,0,
bili_42866374669,保密,大学生了要自己去学[笑哭]，生活知识网上都有,0,
柚墨月,保密,老师能把课程录下来吗，真的很需要[保卫萝卜_哭哭],0,
月的琳,保密,支持，这个真的支持，去异地上学独自去医院以后我真的是一脸懵，反复地问旁边的护士一步一步操作才看上病，高烧状态真的伤不起,0,
Tayalison,女,支持生活网课,0,
熙仔要减肥,男,务必出网课,0,
是沐叶哒,保密,"能不能放mooc上，我很需要它！
不行其他地方也可以啊！
求求你了！",0,
山間便利點,保密,老师，录网课！！！大学生就该听这种课！！！,0,
一罐安眠药,保密,开个网课，谢谢老师,0,
Chrisx_颂源茗清,保密,一定要录成网课啊啊啊！厨子老师[打call][打call][打call]赛高,0,
W月半慕,保密,厨子老师，求个网课,0,
正比例_函数,保密,@混吃等死的高中生 学,0,
a__chen__,保密,@不喜欢草莓糖 我感觉我像你爹，但是我还是要@你,1,
布拉德爱吃香菜,保密,开网课，谢谢老师,0,
只是想给每个v一个家,保密,老师搞个网课吧，我选修课一定会选的😭,0,
45248518,保密,太棒啦！[惊喜]非常需要[桃源_给花花],1,
ZX钟旭,男,希望增加分享一下 坐飞机+银行办业务+购房流程,1,
隰淇鹘怪,保密,不是...厨子你...真的真经啊，我哭死，这东西真的有用[大哭],1,
尘墨秀,保密,好实用，赞赞赞赞赞赞赞赞赞,0,
半夏夏肥肥瘫,男,这个太需要了太需要了,0,
五岁爱学习,保密,三连三连！网课网课[打call],0,
七月星晴,保密,太需要了老师,0,
Pcx-ing,保密,希望老师可以加 简历如何写、人生主线指南,1,
泷仁千寻,保密,说真的，就比如大学生医保这件事，学校只会催着我们交钱，但是没有一节课告诉我们如何在医院里正确使用自己购买的医保[生气_金箍],0,
梅老板der煤球,保密,老师我关注你了我真的很需要,0,
璇归senki_,保密,支持 求网课,0,
成分复杂的朱弟Judy,男,求制作成网课,0,
好逸恶猫,保密,呜呜，作为电子信息技术文盲，我玩游戏看不懂电脑配置，不了解硬件的参数和标准也不知道什么是好的什么是不必要的。要是我不玩游戏可能甚至根本不会想到要注意这些，但是需要用了要学却一点基础都没有，特别抓瞎[灵魂出窍],0,
绫人的手摇奶茶,女,5555老师，能不能也教教我们，我也想听老师上课[脱单doge],1,
小羊爱摸鱼,女,还有一个！很重要的！怎么跟老板谈薪资以及辞职的过程！刚出来工作很多人都觉得自己很廉价，不会提高自己的底薪，这是不对的！！！！！！看我！！！这个！！！很重要！！！,0,
小奶莓的心臟吖,女,一边要求15小时高强度学习 一边嘲笑学生什么都不懂,1,
像沙漏一般,女,这才是真正的大学生就业指导啊,0,
溯梦馆小馆主,保密,做成网课！,0,
雨落长安夜l,男,老师！求网课！！！！,0,
是小麻雀鸭,男,这才是我们真正需要的好老师！！！[大哭],1,
啊我的眼睛QAQ,保密,确实需要，现在有时候有点迷茫,0,
账号已注销,保密,与时俱进的老师[支持],0,
bili_19210532668,保密,不是我说难听的，我估计就算刷到这课我也懒得听懒得记[笑哭]我觉得生活常识真的好枯燥，比做数学题还枯燥[辣眼睛]不是我显摆哈，我真的平时宁愿做数学题也不想学这些[笑哭]我奶奶也教过我一些但对于我来说都是耳旁风,1,
阿蘇公子,保密,还想学出国旅行，租房、买房卖房、买车卖车流程[doge][doge][doge]把老师当成阿拉丁神灯许愿[脱单doge][脱单doge][脱单doge]老师辛苦啦！,0,
归于虚无_,男,老师开个直播录课吧，大家什么都会做的[微笑]目前大二感觉自己是个社会废人活着浪费空气，但又不算是抑郁，很奇怪,1,
o繁星ovo,保密,讲点实用的[大哭],0,
慕符之狐,男,瓜果蔬菜可以[OK]@李汎的健身日志,0,
萌可鸭,保密,老师能发b站吗？真的很需要,0,
异常疯狂承载掠影白鸽,保密,这个非常有意义,0,
最菜的小黑,男,老师，求您录课上传b站，我求您了![大哭][大哭][大哭][打call][打call][打call][打call],1,
Disfigureded,男,支持！需要网课！,0,
春风第,男,支持，列举的那些，我现在只对做饭比较熟悉[笑哭],1,
南麟-唐,保密,老师我求你同步网课[tv_流泪],0,
IRIS--------,保密,"我也想听，能录视频吗?!!
老师考虑得超级细啊",0,
翔君还有话要说,男,问题来了，如果有一些同学钻牛角尖说“你凭什么说/定义他们是常识”，就会很难办[灵魂出窍][灵魂出窍][灵魂出窍],7,
b站版三叶,保密,可以的，之前刷到你好多次都没关注，这次关注给你了[doge],0,
蓝花稽,保密,关注了，一定要端上来啊[tv_大哭],0,
Hnormald,保密,真的很需要！！！！！,0,
萌新瑟瑟发抖030,保密,"建议加入 基础电脑操作[doge]
嗯 高中课程吧",0,
不变形的汽车人,男,这才是大学生想要的公开课[给心心],1,
PTOFY,男,这课不错[支持],0,
小蛇的尾巴尖尖就是了,保密,素，前两年我还大二的时候我就发现这个问题了，从小到大我都在不停地学习，我根本不会做任何除学习以外的事情，然而学习本身也学得高不成低不就的。我的人生原则第一条就是：学会生活，好好生活。,1,
香脆炸苹果,保密,我靠真有老师这么干了啊好好啊想要网课啊啊啊,0,
鑫宝肚肚圆滚滚,保密,坏了，我这种人已经上课上的思维固化了，一看到开课最先想到结课考核是什么[笑哭],1,
strive-fithing,保密,支持老师，期待网课！！！[打call],0,
害羞的粉色骨头,男,网课很需要[大哭][大哭][大哭],0,
君临安くくく,保密,[模糊小黄豆_爆哭]羡慕了，我刚从南传毕业,0,
遇事不决先过判定,女,期待网课！,0,
雪逸悠云,保密,老师很棒！,0,
ch陈钰熙,保密,哇终于找到老师了，之前一直在视频号刷。,0,
Sharlen1111,女,老师，网课球球了！还想听下异地医保[保佑][保佑][保佑],0,
落家小影,女,好好好，真的很需要这样的课,0,
我不喜欢香菜我还炫你,保密,求录成网课[大哭][给心心],0,
温柔爱喝水,女,求网课,0,
乱网,保密,深有所感，我现在大二，以前住校过所以会有一些生活常识，但是新来的大一新生中有些没生活常识的，连洗衣液该放多少都有人不知道[笑哭],1,
我路过而已你们继续,女,我真的很需要！！！家里人有时候不太管我 我也目前没有乘坐过高铁那些 今年买票慌慌张张搞了半天才弄懂………[2024明日方舟音律联觉_精神涣散],0,
小姜老师不将就,保密,真的很需要，虽然已经毕业了[大哭],0,
早起买夜宵,女,蹲网课！真的很需要[大哭][大哭],0,
止凡为前,男,东西太多了，感觉一个老师不够啊，辛苦了[给心心],0,
渺渺虫,保密,听完了挺好的，谢谢 up 主,0,
Phantom_小芳方,男,最简单的一斤大概多沉，一两大概多沉，怎么分清东南西北，[OK],1,
在理想中溺死的暄某,保密,感觉不只是大学生，大家都可以学一下[tv_doge]毕竟是生活常识,0,
渲沐正在瞎逛,女,想看网课！,0,
D_GuYing,保密,有用[支持][支持][支持][支持][支持][支持],0,
金星上的外星人,男,这才是大学真正该交的，可惜我上学的时候没有，不然高低得选,0,
好想要变成一只猫,女,菩萨啊，需要网课[打call],0,
莎士比哑猫,保密,而你，我的朋友，你才是真正的英雄,0,
璨若曦阳,保密,从小到大家里都是那种太阳能的热水器，冬天没热水就烧水洗澡，然后租房那种电热水器我是第一次用，然后看了半天，😂,1,
_云飞风起-,女,这才是大学生真正需要的课[大哭],1,
电子电气小说家,保密,这才是我真正需要的选修课啊[笑哭],0,
水天归处,男,谢谢老师，说真的尤其是社会事务从小到大基本没有任何一个环节设计到这些知识，然后突然要求你一出社会就知道该怎么做,0,
左律银杏爬墙加百罗涅,保密,这个是真的需要啊……很实用,0,
ike3velanD超帅的,保密,期待网课，给这视频三连先，有网课了希望踹踹[Ike Eveland_strawberry]（如果能在我毕业前出就更好啦）,0,
0快乐00,保密,老师，请录成网课发出来，发在哪告诉我们一声，真的很需要[打call][打call],0,
雾厘_PtkK,保密,支持想看网课,0,
说脏话牛奶-文明版,女,期待线上课！,0,
懔易,保密,蹲网课，真的很需要[保卫萝卜_哭哭],0,
六币改名太贵,保密,建议做成开源文档，社区力量能推进得更快（我猜肯定有好些人有很多话要说）[doge],1,
励志戒糖的秃头少女,女,厨子，你怎么才开这门课啊[大哭]我都毕业啦，,0,
梦攸殇謦,保密,真的很需要啊[星星眼][星星眼][星星眼][星星眼],1,
salll-l,保密,@evan_claude 请与我一同接受社会化训练,0,
焦糖爪妖玲,保密,先来个一键三连，期待老师的录课[大哭][大哭][大哭][大哭][大哭],0,
账号已注销,保密,真的很需要,0,
天祥院翠花,女,"我们那时候哪儿有你们这条件.jpg
轮到我来感叹了[笑哭]",0,
必然喝一瓶,保密,求网课,0,
沐笙与泪,保密,老师录个网课吧,0,
ylway_,保密,[热词系列_知识增加],0,
tyrant_chen,保密,直到你报出课名 我才意识到你不是在玩抽象 被骗习惯了[笑哭],1,
洛圣都张三,男,确实，很多事看着大人办习以为常，要是把自己带入到那个位置，一时间还真不知道怎么处理,0,
蠢虫cc,男,作为大一新生，我真的很需要这个[大哭],1,
一梦入清风,保密,如何安装steam！我真的很需要[脸红][脸红][脸红]天呐，好细！！感谢up！支持up！,0,
j尖尖,保密,谁说没有防诈骗课  我开学第一节就是防诈骗课上了四个小时,0,
沉默的歌手闪电,男,是这样的，因为大学前的教育的那12年全是应试教育，有些学校甚至还会鼓励你不洗澡节省时间之类的，所以很多大学生缺乏社会经验与生活经验,0,
大疯吹发丝飞,保密,买菜种菜烧菜的我都关注了，我觉得很生活很有帮助，祝行出行啥的也很常识，想要了解更多,0,
辛榭若离,男,我不知道该怎么说，但你发成网课我一定会看,0,
Oranmo_QvQ,保密,[保卫萝卜_哭哭]可以上传到慕课吗老师,0,
搓皂枣,保密,太需要了老师😭😭😭😭,1,
姜阿六,保密,谢谢，网课,0,
-何以战-,男,还以为生活知识到了一定年龄会自动进入我的脑海里[doge_金箍],1,
渗透色相,保密,谢谢鸭王老师！！！！！！！！！,0,
正在攻略大书库,保密,超棒[doge_金箍]不过我总是有种这是小学应该教的课程的感觉[大哭],1,
主播叫我小满就好丶,女,还没毕业 但想学,0,
一条快乐洒脱的咸鱼,保密,保险怎么买合适，意外险啊重疾险啊都可以讲讲,0,
QI锵锵,女,我服了谁能教教我怎么把医保转回自己的居住地啊[笑哭]我的医保还在学校地址，可是我已经毕业了啊，网上搜出来各种办法，为什么学校不开课教啊,0,
糖果带盐,女,这才是真正该教的[打call][打call][打call],0,
转圈圈QvQ,保密,哇塞，这个也太实用了！要是我之前有福利[笑哭],0,
想啊想不到,男,不是哥们我都快毕业了，来不及看了啊[大哭],1,
beans默默,保密,刚毕业的觉得太有用了啊啊啊啊啊啊[星星眼][星星眼][星星眼],1,
烏铲接济妧遂,男,这是我们学校的老师啊[笑哭][笑哭]，老师好，关注了有一会儿才发现,0,
月珩又到了躺尸的日子,保密,求网课,0,
樱沫花雨,保密,谢谢老师 真的很需要,0,
Blue_阿布,保密,非常完美的课程,0,
花三怂怂怂-,保密,厨子老师你是我的神！！！！请务必上传网课,0,
Lthrmtc,女,真的很需要，在异地上学生病了去医院不知道怎么办，从小到大看病都是家长陪着，一个人真的很无助,0,
尼莫无人,保密,狠狠投币了[打call],0,
苹果小兔叽,保密,如果早一点能看到视频该多好[大哭][大哭]【我人生第一次自己去医院看病，有些社恐，当时自己都快把自己绕晕乎了】,0,
心之所属绫地宁宁,男,老师，我也想看[微笑],0,
小E小I,保密,老师直接同步开网课吧……不舍的错过任何一点生活技巧，因为我已经是一窍不通的生活笨蛋了,0,
墨盘灌汤包,男,我嘞个全能up老师啊,0,
Izu0麟旭,保密,三连当学费了，支持！,0,
kong聆听世界,男,好实用啊[大哭],0,
蓝曦滢婉,保密,大支持！第一时间预定网课！,0,
