User Name,Sex,Comments,Likes,Replies
dixfre-,保密,赞美！可惜我毕业了,0,
北屋有人,保密,谢谢老师！我要上课！,0,
贺三啊啊啊啊,女,出社会的一些事情确实希望能讲讲，投币啦[脱单doge],0,
山茶剪影,保密,求更，真的有时候自己突然一个人面对一些琐事挺茫然的,1,
月辞叻,女,天呐真正的青年大学习,0,
屁股顶起阿刃,女,大人很多事都不会跟我们说，好像我们到了年纪自己就懂了[藏狐],0,
栗子安然悠,女,三连了，老师一定要发到网上呀[大哭][大哭][大哭][大哭][大哭],0,
---呆呆槑---,保密,蹲一下录播课，有了踢我一下[星星眼][星星眼][星星眼],0,
木辛欣以向荣,保密,我想说一个，共享单车车后轮位置有手动车锁，往下掰才能把车锁上。有一点点跑偏，因为我在上大学之前没骑过共享单车，一直以为还车是在手机上点击，但是手机上没有“我要还车”的按键，自作聪明地发现点击“忘记还车”可以手机上还车后，还把这个方法教给了另一个骑车后对还车无从下手的陌生同学，如此还车七次后我才发现这样做会扣减骑行信用积分，研究了一番才发现的，希望能帮到陌生的你吧。,0,
宝宝你是我的狗,女,救救我…不知道怎么去体检，还要人陪我，甚至不会走除了上学之外的路，工作了对自己也没规划，老师我真的很需要,0,
小呆要挣扎爬上岸,女,非常需要，谢谢老师，一定要分享出来,0,
乚奴家,保密,"老师我也想听！五险一金！！！可以的话老师可以先收集一些现实情况然后再转化成课堂内容。
还有就是报警这方面，之前被骗了没有任何人给一个合理的报案流程好难过，民警也不帮我[保卫萝卜_哭哭]",0,
六小蛋,保密,这个真的好实用阿,0,
WLS-DARK,保密,急需网课！！,0,
雪迷焚戏,保密,老师，我们老师让做创业计划书，我们有方向但是没有一点点头绪[保卫萝卜_哭哭][保卫萝卜_哭哭][保卫萝卜_哭哭]真要崩溃了，就上了四节课就要写创业计划书,0,
娜娜扉奇,保密,三连支持！！！真的很需要，瓜果挑选也有，真的很到位了[支持],0,
双面胶要沾番茄酱,保密,老师下学期还开吗[大哭][大哭]睡过头了没抢到啊啊啊,0,
小气球丨丶,保密,想听[给心心][给心心][给心心],1,
久萧韵外,保密,我确实需要这样的课,0,
JieGe93849,男,在哪看啊，很需要,0,
一崽wy,保密,老师我在订阅号看到您了哈哈哈,1,
超强学习体SaSa,保密,这下不得不关注了,0,
云之绵绵,女,对啊，还有银行卡之类的，我原来都不知道，原来银行卡是要交管理费的[大哭]每次去银行都稀里糊涂的。,0,
瑞光暗邪,男,应届毕业生真的很需要[打call],0,
一川没有声带,女,支持！！！,0,
星封野,男,up主可以做成视频,0,
韩国的下米诺手啊,保密,上MOOC罢求求你我什么都会做的[大哭],0,
白热背景辐射,男,好课，赏,0,
小小狸子,保密,你的人生其实就相当于你创建了一个游戏账号进入了游戏，不同于游戏的事，它没有菜单，没有选项，你不知道这个游戏都有什么游戏内容所以你也不知道这个游戏该怎么进行下去，这个时候，带你入坑的小伙伴（父母）开始一点一点教你游戏玩法，然后你在前期疯狂肝疯狂攒终于考上了大学，游戏任务出现了，选择你的专业，你发现依旧没有菜单选项，你不知道这个世界到底有多少万种专业，所以你也没有办法知道你要选择什么专业，然后就会被各种前辈稀里糊涂的推荐各种专业，但实际上你喜欢吗，你不喜欢，你预感到这个号好像要练废了，但是没法删号重新建号，没有办法，你继续硬着头皮往下玩，然后又是肝肝肝，你大学毕业了，你要踏入社会了，游戏地图现在变成全开放状态，你不知道要去什么地方，没有任何菜单，出了任何问题都没有选项去点击选择，然后，你唯一能做的就是问前辈，不管是互联网还是附近的人，你只能这么做，因为截止到目前为止系统还是没有弹出任何提示和菜单选项，你慢慢的摸索，学会了制作简历，学会了包装自己，学会了工作，学会了如何寻找房源，租起了房子，从简单的组装你的第一个属于自己的桌子椅子到买了属于你自己的第一把扫把拖把皮搋子，你开始学会修理各种东西，开始知道健康证是什么，学着去搞了健康证，知道了六险是哪六险（大部分是五险）一金是做什么的，从你第一次去药店付款到后面知道先刷医保卡，从你一开始只习惯用ATM机到后面开始频繁去银行柜台办理各种业务，你现在进入银行医院这种设施中开始注意要不要去摇号排队（火车站前台购票也需要）你开始出差住酒店，你开始知道酒店一些冷知识，到最后你发现，工作的稳定程度有时并不是你能决定的，你的公司倒了，你失业了，老板欠了你的工资跑了，你开始迷茫，你振作了起来，你学会了仲裁，你发现仲裁没有吊用[doge_金箍],0,
玲珑书,保密,老师，我有一个问题，你们学校有要求你们必须选一本三年内权威的教科书作为教材吗？（哪怕没有合适的也要选的那种）你选了哪本课本呢？,0,
尔东陈同学,保密,球球！！！网课！！！需要！！！,0,
小雪魂,男,真的要有网课啊,0,
我字逍遥ZH,保密,上mooc！上mooc！学习通也行！,0,
解攸笙,保密,求网课,0,
玖夜的宝贝,保密,求网课,0,
连续不一定可导-,保密,这才是青年大学习啊[大哭][大哭],0,
莫问皈处,保密,支持！真的很需要[保卫萝卜_哭哭],0,
夏色祭Offiicial,保密,现在我研三，直到去年我都不知道五险一金都是什么[藏狐],1,
丧丧的白小白,保密,老师，上课的时候可以开直播吗[大哭][大哭][大哭],0,
Zying要坚持学习鸭,保密,感谢up[打call][打call][打call],0,
念念相忘CC,保密,老师我也很需要！！！！,0,
恐虐与香辛料,男,我到高中毕业还是那种懵懂无知的状态,0,
零时入梦,保密,这才是他宝贝的青年大学习啊,1,
梵酒-,保密,原来老师有b站账号吗 之前一直在微信视频号观看[大哭],0,
是小苒吖-,女,特别需要！！！！求厨子老师录网课[委屈][委屈],1,
lovepeacer,女,请更新在B站！老师！我一定好好听课！,1,
枫天之幻落,保密,开个网课在学习通吧，这样我就能选了[大哭][大哭][大哭][大哭],0,
月下鹿中影,女,这么帅[大哭]离家打工去了，一到夏天就因为把西瓜忘在冰箱结果吃完真菌感染了[大哭]第一次听说冰箱不能长放东西,0,
素素宿酥,女,保险也很重要，很多公司没有补充医疗这类的保障，还是需要自己去购买的,0,
松云2233,保密,这个课是真的实用！,0,
抑制情生,男,有网课！真的很需要！！！,0,
一幕沐木mu,男,"一个人生活以后确实是关注了很多有关生活技能的up🐷，买菜做饭，什么时候穿什么衣服，常见的生活常识之类的，特地放到一个""青年大学习”的组里面",0,
拾柒理,保密,我需要啊老师！教教我！,0,
向日葵花田_,女,老师，我真的很需要这门课！[大哭],0,
沙雕网友团团长,男,太实用了,0,
熹祠,保密,真的很需要，一上大学发现有很多东西自己不懂,0,
Riguardo,女,好好好，大四了，乱七八糟的大学生活马上就要结束了，终于是让我等来生活课了,0,
优秀de小雷,保密,想看纳税相关，医保相关,0,
高低高低高高低,男,一眼看成“我在大学里学会了开门”,0,
设计师的脑洞,女,能不能教教男孩子们怎么摘菜洗菜啊……炒菜容易，备菜难！不是烂菜叶子就是有泥土和高蛋白！！！,1,
急需小蛋糕续命,女,我也想上这个课……,0,
长丙木,男,麻烦一定要录，求求了[热词系列_三连],0,
混沌根本打不过,保密,投币了，期待开课[给心心],0,
墨竹_莫逐,男,老师，来我们学校教[笑哭],1,
6个lulu,女,想学啊啊,0,
月霜晨曦,保密,老师开个网课吧！！,0,
宅音daze,女,真正的青年大学习[给心心],0,
且顾诗酒好年华,女,老师[保卫萝卜_哭哭]我也要上！！,0,
年小画,保密,人是不可能全知全能的，生活也不可能等学生准备好了再发难。与其开课讲得泛泛，不如直接教授他们搜索和获取信息的途径。天知道这几年发现好多学生的信息搜索和阅读理解能力简直是负值……很难不无语[笑哭],0,
文黛西,女,好棒的课！考核可以让学生自己选一个常识去了解，并整理成别人能懂的逻辑，而不是去考课上出现过的常识。这样的话就是授人以渔而不是授人以鱼了！up真的是很棒的老师🥺,0,
栊枢,女,我觉得老师可以从大学生毕业去找工作这个时刻开始普及生活常识，这样感觉会让学生比较有代入感！,0,
余温-3-,保密,老师你好，网课谢谢,0,
电子BOOM,保密,支持！！！好需要！！,0,
谢俞是最帅的,保密,老师，可以试一试剪辑成vlog形式来教导？！,0,
破防与破烂,女,租房装WiFi，修空调，修马桶 办理港澳通行证护照签证，辞职的合理流程以及社保公积金处理[喜欢],0,
百亿信用点收丹恒原味,保密,这些真的很重要，毕业后才发现自己什么都不懂，可惜学校没人教，只能自己一点点踩坑,0,
-AlphaTauri,保密,真的很需要，大一新生连淘宝怎么退货都不会，更不要说去医院,0,
智慧的可达鸭鸭,男,不说了 直接三连 这门课对我真的很重要,0,
辞白茶,女,网课！我也要上！,0,
山眠静待归,保密,终于有老师开这门课了[大哭][大哭],0,
浮云洛叶子,男,我都大四了才刷到[大哭],0,
茕茕孑立执而不止,保密,求你。。。在b站同步这个课[保卫萝卜_哭哭],0,
拌糖栗子,女,刚刚毕业，非常需要[委屈]拜托了[跪了],0,
君君臣墨,保密,支持，期待网课[doge_金箍],0,
慕斯今天吃什么,保密,[2024明日方舟音律联觉_点赞][2024明日方舟音律联觉_点赞][2024明日方舟音律联觉_点赞],0,
XXX00122,保密,关注了,0,
阿曈,保密,厨子老师，你背后闪着圣光，我的天呐,1,
这里是清月吖,女,网课求求了，或者录播课也可以的，过期大学生想要[大哭],1,
暴躁的焦糖布丁,女,谢谢你老师，期待后续的网课🥹,0,
未云哇,保密,我想进步老师!!!![星星眼]网课!!!!!务必上传!!,0,
夏天就是很好,女,老师我真的非常需要…我真的特别特别无知经常被人说“这不是常识吗？”但我真的不知道从哪儿知道啊[保卫萝卜_哭哭]社会上很多问题完全搞不懂…,0,
新年好蛙蛙,保密,刚进入社会，好突然也好迷茫，自己有点琢磨不清楚，求厨子老师分享网课，好想上[大哭][大哭][大哭],0,
每天努力变欧的苏某人,保密,厨子老师b站上传你的上课视频吧我求你了[来古弥新_期待桃],0,
怿栀37,女,还可以讲讲股票基金这种事情，感觉了解一点也有用,0,
魂之殇矣,保密,天哪，好期待，我也想上这门课,0,
yue姐,保密,期待，太需要了，25岁大龄学生依旧不懂就业签公司要注意什么,0,
永远快乐的萍琪派,女,老师！！！你就是我的赛博老师！！！,0,
小徐今天努力啦吗,女,大学生表示很需要 老师录成网课吧[打call][打call],0,
提拉米苏苏苏苏yu,保密,厨子老师好！🥺🥺🥺🤲❤️❤️❤️,1,
我---的天呐,保密,社交礼仪一定要重点讲，有些人不知道把持距离，都婉拒了还要舔着个脸贴上来，还喜欢莫名其妙刷存在感,1,
晓和昀,保密,最简单一点，[保卫萝卜_哭哭]上大学突然要我自己去弄医保，建银行卡，不是说这些很难，只是我在上大学之前这些东西基本就没接触过，接触最多的只有学习。社会技能是为零的，而上了大学突然就要求大学生会这些，都没人教过啊[热][热],0,
徳嫣,保密,谢谢你！,0,
葫芦漂洋,男,这下真投币了，高三生感觉到了大一这些全是问题,0,
特笑药NGC2237,保密,厨子老师，好想要网课[给心心][给心心],1,
9527号离火,保密,还是要实践吧，但是实践不好安排,0,
未一丿,男,很需要啊[笑哭],0,
brightlich,保密,非常好[打call],0,
戴毛线帽的女孩呀,保密,老刷到   今天积极关注,0,
我太喜欢当人类啦,保密,建议添加关于电脑各种操作基本知识，比如说C盘各种盘什么的，还有u盘的相关知识什么的，开学前需要了解的，可以那什么，在PPT里面贴B站up的链接账号什么的，应为b站都挺丰富的，而且质量高[脱单doge][脱单doge],0,
山山落晖w,女,三连奉上，请务必开网课,0,
寺庙敲钟接班人,女,我今天才知道，快递的外包装没破损的情况下只有里面的东西破损了快递公司是不会赔偿的，他会把责任推给发货网点[大哭]我以为暴力运输造成物品损坏是可以找快递公司赔的呢，没想到啊真能踢皮球啊,0,
WellingLeung,女,我也想上你的课啊！,0,
一只假装会滑雪的丸子,保密,《非常有用》,0,
雨墨旅,男,投币！我要看！！！！,0,
Hugee_Les,保密,支持老师，不仅是大学生需要🙋🏻‍♀️,0,
通辽汗国总代表,男,[海虎表情包_波士万岁],1,
夜雨霖铃彼岸花,保密,最支持的一集[打call],1,
不喜欢海鲜的猫子酱,女,真的很需要，，除了做饭，其他都不是很了解,1,
阮云筠,保密,请一定要开课呀！我会来看的！,0,
阿兰是个幼稚鬼,女,录网课谢谢[大哭],0,
菌菇棠炖元子,女,真的超级需要啊！我蹲蹲[星星眼][星星眼][星星眼],1,
Lotus的人生实验,女,谢谢老师，您是天使，这个课程付费我也会听😭,0,
青柠味的羊i,保密,支持[打call][打call][打call],1,
叫乌芝芝捏,保密,支持，我是真的常识很少的那一类，我19岁了，长这么大没单独存过钱，笑死我了，我在外省读书，上次想去银行存钱，我很尴尬，因为我不知道这个社保卡外地存不了，然后我又没带邮政卡，后面只能拜托朋友帮我存，然后转给我啦[酸了],1,
胶质,男,三连了,0,
_橘子の汽水_,保密,真的是神仙up[跪了]刚出来工作，把能踩的雷不能踩的雷大大小小踩了一遍[跪了][跪了][跪了],0,
江屿山月,女,老师我是你的云学生啊[大哭][大哭]想看网课[大哭][大哭][大哭],1,
Scenery888,女,老师，需要网课,0,
小狐崽要抱抱,男,老师，毕业好多年的大学生也需要[大哭],0,
彗星260,女,求网课,0,
是晚月呀,女,网课！！！求求,0,
空城闻笛赋,保密,我靠 一看老师的学校在南京 啊啊啊要是近的话就可以去蹭课了,0,
柚子胡椒磨成粉,男,求网课,0,
可乐薯片yee,保密,慕课！！,0,
北野亮,男,支持，迫切需要,0,
薄荷冰x,保密,[笑哭]突然发现原来我会这么多,0,
sweettastelove,保密,虽然我已经大二了但是还是感觉很需要！！,0,
Soonnn_2,保密,毕业早了[大哭],0,
栗子芋泥鸭,保密,老师我瞬间关注,1,
与君共战,保密,求网课老师！,0,
MM-CC-XX,保密,我也想听,1,
这是楠汐呀,保密,真的想要！！在哪里上[黑眼圈_金箍],0,
那少年名为苏野,保密,求网课！！！！,0,
万周CZ,保密,老师能不能来zjui上这门课啊，我非常需要啊啊啊球球了[脱单doge],0,
嗷耶耶耶了咩,保密,支持！！,0,
幸eve,女,而你，我的朋友，你是真正的英雄[给心心],0,
是条清水鱼yuu,保密,需要网课！！,0,
好中意返工啊,女,关注了，毕业好几年的大学生也需要……,0,
飲料機_,保密,教案咋写呢,0,
鹿冷凝,保密,我需要这门网课！[小电视_赞],0,
红扑扑的脸蛋多可爱,保密,非常需要，来开网课吧，大家什么都会做的[大哭],0,
黄烦烦爱吃糖,保密,等网课了！,0,
美强hopeworld,女,应届生这个身份还是挺重要的，趁还没毕业提前了解应届生优势，比如就业，很多事业单位都只要应届生，错过就🈚️，还有租房补贴、就业补贴、创业补贴等等，别错过了后悔[大哭][大哭][大哭],0,
C_Hamburger,男,真的很需要,0,
姜澄今天写作业了吗,保密,下学期可以选课就来力！！！！等我等我,0,
JJ怪尘,女,很需要，支持,0,
涂山罩着我,保密,bilibili大学名不虚传[doge],0,
医学生爱小狗,女,投币了，老师你真的，，,0,
dontgetattached,保密,在哪儿能看啊[珈乐Carol_草莓袜子],1,
宁安TAT,保密,很需要啊球球,0,
卡布叻_雨鱼,保密,网上也同步一下谢谢[大哭],0,
花蟹国王koyaland,女,厨子老师你是我的神！,0,
白梦清,保密,cy，有整理好的视频踢我一下,0,
Bolieamilaye,保密,好想看网课老师！！,0,
蠢BT,保密,因为这个可以关注你,0,
漫步云端的旅者,女,天哪[鼓掌]很需要已关注♥,0,
梦金炎,保密,以前觉得帅也没关注，因为要搞这个课才关注你了[脱单doge],0,
世界的彼端,男,虽然我30+了，但我真的很需要你的课[笑哭],0,
咕咕叫di鸽子,保密,来个网课吧！,0,
氵璃镜巜星屿潮鸣彡,女,这个我是真需要[花花Haya收藏集_我的呢]处于毕业还没毕业的风口浪尖，每天都焦虑得不行，还得装作没什么事[花花Haya收藏集_呜呜],0,
面面丸子-o-,保密,真的很需要[点赞],0,
啾啾啾邱啾,保密,老师真的很需要网课[大哭][大哭],0,
阳椿白雪,女,支持支持[星星眼],0,
林夕团子,保密,网课[爱心],0,
一白里の梦ぃ,保密,蹲蹲网课[桃源_给花花],0,
小方-Official,男,这个好啊[大哭],0,
君谦莫语,保密,我连生病该吃什么药都不知道，就知道发烧扑热息痛，还有什么布洛芬。咳嗽只会买止咳糖浆，但是不管用啊。止疼药和消炎药还是我拔牙之后问朋友，她给我查的什么药好使[大哭],0,
INB100_kyoonglim,保密,我想学！,0,
凌白摆摆摆摆,女,真的感谢我的老妈，从小教会我照顾自己[大哭][大哭],0,
喵星摸鱼人,保密,啊啊啊，期待[打call],0,
其实也哈哈哈,女,www老师是一个好老师[大哭]关注你,0,
只想赚钱养崽,保密,很需要！,0,
不要动我啊,女,太棒了吧,0,
利莫里亚钓鱼佬,保密,现在普通的大学生真的在社会里跌跌撞撞的活的很艰难,0,
吴逸不在此di,男,老师快开，想看网课[大哭],0,
小游同志,保密,我也想看,0,
柎柎柎,保密,希望有慕课,0,
我要一份酱饼尼,女,老师你开一个B站直播课吧球球了,0,
赞美愚者能中奖吗,保密,老师，我真的很需要这门课,0,
镜微尘,保密,好棒！确实出了社会，发现自己有好多不懂的,0,
从南到北的风铃,保密,蹲网课，对于马上要毕业的大学生来说真的很需要,0,
共由二,男,还有些生活业务的办理也需要啊老师。像什么银行卡，电话卡之类的[大哭],0,
法则型中路,保密,想要网课！！！,0,
一把芹菜花,保密,老师，想上网课！,0,
十分可耐的哼唧,女,老师我也要上网课啊啊啊啊[难过][难过],0,
鱼汤里的泡泡,保密,蹲网课！厨子老师[打call][打call][打call],0,
小兔不吃胡萝北,女,录网课，我要看[给心心][给心心][给心心],0,
阿贝尔不喝酒,男,想要网课！！！,0,
milk-sop,男,狠狠支持,0,
幼柚zcc,保密,天呐！老师你太棒啦！,0,
bili_97604346371,保密,我在b站可以听这门课不？,1,
今天不曜熬夜哦,男,支持！,0,
Gisa喵,女,@谨棋w 大赞,1,
Mr-Bling,保密,支持,0,
locoooooooo00,保密,能不能上慕课，我去看[大哭],0,
一无事成的伟童鞋,保密,就凭你这个视频，关注你了[给心心],0,
一天不听小曦浑身难受,保密,支持老师,0,
绝区零第ㅡ可爱兔宝,保密,很有必要,0,
君归为魇,保密,老师！这门课我真的很需要！虽然也毕业好几年了，但是在社会上还是会吃亏。[委屈]感觉很多大学生应该都很需要的，老师加油！希望能上到这个网课！[打call],0,
天下无敌手也得扶墙走,保密,支持老师，我想看网课[星星眼],0,
冰室优作,保密,"哥哥咱商量一下，课程能录播放视频平台么[doge]
虽然我早就不是学生了，但我上学那会儿要是有这种接地气的课，我肯定选爆[笑哭]",0,
凉凉he凉凉,保密,我也支持，真的很需要,0,
风起落梣,保密,跪求网课,0,
以管理员身份运行,保密,呜呜呜，求网课[星星眼],0,
今夜我不关心人类Lm,男,投币支持！！！,0,
青蛙速度,女,请做成网课，谢谢[星星眼][星星眼][星星眼],0,
藤-丸-立香-,保密,急需网课,0,
B612上玫瑰种子,保密,"在哪获得课件？！
可以在慕课开这门课吗？！",0,
爱吃桃子的彼尔德,保密,[tv_点赞][tv_点赞][tv_点赞]老师真棒啊,0,
-这是一个港口,保密,想看网课呜呜呜呜快毕业了[大哭][大哭][大哭],0,
子拙,保密,快啊，老师太需要了[大哭],0,
芋泥喵喵呜,女,蹲网课！[鼓掌],0,
无知无力无德无才,保密,我们真的需要网课[打call][打call][打call],0,
to_be_or_not,保密,老师你上传这门课吧[大哭][大哭],0,
jeno-jam,女,网课网课[打call],0,
BLUE丶ヾ,保密,求网课[大哭],0,
lxhnp,保密,其实哪里遇见困难，直接网上搜就好了，网上什么都有,0,
MichelleCurio,男,谢谢！,0,
宇宙鸽王_exe未响应,女,啊啊啊老师能不能开校际联盟的课！药科的也想听！！！,0,
朗月繁星0968,女,支持[打call]期待网课上线,0,
承承2024,女,非常实用呀[星星眼],0,
账号已注销,保密,太需要了老师，想看网课[奥比岛_击爪],0,
慕发短白,保密,上MOOC或者超星么？非常想看[星星眼][星星眼][打call][打call],0,
疯-度,男,跪求网课,0,
蒙蝎-Stak,男,献上三连了，真心希望录课上传[打call][打call],0,
你是天上的羊群,保密,期待网课,0,
星系霜尘,保密,求网课[喜欢],0,
是17不是十七-,保密,能不能来上海巡讲[保卫萝卜_哭哭]很需要呜呜,0,
从零开始的学徒,男,非常感谢您为广大大学生做出的奉献[大哭],0,
Shawn晚,保密,期待网课[脱单doge],0,
夜忆梦微凉,保密,老师，因为这个关注你了，你一定要做出来啊[大哭][大哭][大哭],0,
招摇白鹿my,女,谢谢老师[大哭],1,
白米粥十六,女,我需要啊啊啊老师[大哭][大哭][大哭][大哭],0,
午时不起床,男,就因为不知道公积金可以异地转移，我辞职后直接全部提取了，现在那叫一个后悔,0,
Eno_一翎,女,老师我需要录播[大哭],0,
小核酸,男,支持,0,
O小M羽O,男,非常需要啊啊啊啊,0,
楼玦要加油,保密,唉，如果早点开，我也不至于当年走这么多歪路了[大哭],0,
落雪一叶风,保密,真的很需要网课！！！！！！！,0,
琼苏,保密,@茶光 来学习！,0,
十七岁hhh,男,@河南省教育厅 @河南师范大学学研会 @河南师范大学 真的很需要这门课哈，,0,
EuroAnthony,女,老师！录播吧！真的很需要呀,0,
草禾,男,说这应该是家长教的 有没有可能家长也不懂[灵魂出窍],0,
荼丝子,保密,好需要！！、,0,
此人非猫,保密,正在上大一的新生哇的一声哭了[大哭][大哭],0,
徒怜忆,男,不可避免，能早知道最好，不知道多走几年弯路,0,
橙海相伴three,保密,网课[打call][打call][打call][打call],0,
該账号封禁中,保密,支持,0,
墙倾听荷,女,求网课🥺,0,
一小只望仔鸭,女,虽然但是 本人非常需要 求网课啊啊啊啊[大哭],1,
接吻接吻接吻,保密,老师您真好[大哭][大哭][大哭][大哭],0,
倦桃,女,出必看！,0,
一条被几,女,[喜欢],0,
好奇宝堡,保密,cy期待录播,0,
AQA__,保密,[爱心],0,
爆炒香槟,保密,希望老师能开放网课！[大笑],0,
梦家丶狼王,保密,MOOC有吗？,0,
海南椰椰椰子汁,女,码一下，期待录播啊啊啊啊啊啊[抓狂][抓狂][抓狂],1,
阿浮特特,女,真的需要！希望网课也来点！,0,
莫若枫禾徜,保密,真的很需要！您就是我的赛博老师！我蹲[Oime_D小狗_我在这里],0,
未930,保密,大三迷茫中…需要这类生活技能[委屈],0,
诠次,女,晚啦，今年刚毕业，出来啥都不会[大哭][大哭]，要是能早点看到就好了,0,
白寺是只好鼠鼠哦,男,支持，我今年刚毕业，现在纯懵,0,
薄巧麻薯奶盖茶_,女,我的天我可太需要这个课了[大哭][大哭],0,
醋溜白菜菜菜菜,保密,老师，网课，求你了[大哭],0,
诗诗诗诗吧,女,老师你简直是天使[大哭],0,
六六棒棒,男,该有此劫难，该有此锦囊,0,
小静子的奶昔,保密,我就知道，没有白关注你，哈哈哈,1,
君无邪的无邪君,保密,在哪里，我也想看,0,
志南0329,保密,"早该这么干了，确实现在很少很少很少很少，包括大学都没有这方面的课程。
去问问哪个学生一毕业以后进入社会不是一脸的懵逼，不是撞破了脑袋，甚至撞破了南墙。
最后发现噢，原来是这样的一个情况。",1,
冰糖果子-,保密,老师，在哪里看[打call][打call],1,
双生晗,保密,关注了，有网课踢我,0,
烬楠关,男,心动了，老师会传录播吗,0,
墨华绾夜连白玉,女,老师上个网课吧,0,
美少女星星鱼,保密,太需要了 ！,0,
jops_cookie,保密,反手一个关注,0,
八九怎么,保密,老是呜呜呜老师万岁！！！[龙年][龙年],0,
aasea,保密,老师求网课！！！！,0,
寻真环游记,女,支持老师，想看网课,0,
全力以赴拿下此城,男,难绷，这种生活常识都还要人教，生活中是有多衣来伸手饭来张口啊，教这门课才是最大的抽象🤣🤣🤣,0,
ふわふわ一只球030,女,真的非常需要!,0,
大金刚东北虎子嘎嘎嘎,保密,想看网课！！！尤其是医保社保之类的，或者考公考编等等,0,
魏思聪,保密,支持，up主快做出来啊,0,
八重云Official,保密,90年的。也想要学习一下。,0,
希灵帝国审查官-郝仁,男,国外有个爸爸我该怎么做的节目有点类似，可以参考一下,0,
别拿摊饼不当技术,女,太实用了这课,0,
三一的西柚,保密,可以的话多多关注心理健康方面吧，真的太多悲剧发生了,0,
P_T_L,保密,网课，谢谢老师,0,
弄斧,女,大学生的安全意识[笑哭],0,
-一朵彩虹-,女,网课！快上线！[打call][打call],0,
Joker-bb,保密,老师，想看网课[打call],0,
寂静镓德芳,男,青年大学习[抱拳],0,
社恐内向的kpop人,男,要网课，要网课，谢谢老师[大哭],0,
加油刚刚,保密,想蹲蹲老师的课件[大哭][大哭][大哭],0,
浮云浮云浮云浮云云,保密,支持支持,0,
阿龙想要当个宅男,男,太牛了,0,
DrBronya,保密,期待老师的课程！！！[抱拳][抱拳][抱拳],0,
念希词,保密,支持支持,0,
希灵帝国审查官-郝仁,男,怎么炒蛋，生活必须的营养物质，补充蛋白质，补充糖类，补充脂质。这样就不会挨饿了。怎么判断是过敏，食物中毒，如何应对停水，停电,0,
羊咩咩Qr,女,大二的时候去看咪咪的病，然后就以为是妇科，没想到进去了医生和我说是普外科啊，然后医生也很好让我先去做B超，下次拿结果直接去挂普外[笑哭],0,
衔剑睚眦,女,三连关注了，就等着网课了，真的很需要,0,
葡萄味鹌鹑,保密,谢谢老师！！我真的很需要！！！,0,
草莓奶冻泡芙,保密,已经做好了学习的准备，老师，请上课！,0,
67小括号e,保密,cy这次真需要老师,0,
富川一枝花啊Baekhyun,保密,老师，请你开网课，我也想听,0,
脑子一转就出来了,保密,老师，我也想学！！！！[大哭],0,
一笔百转,保密,哇！想听这门网课！[星星眼],0,
sky呵呵哦,保密,这才是真正有用的课[脱单doge],0,
微微晚安ya,女,支持老师[星星眼],0,
来盐焗小星球,女,想看网课！！！！！,0,
角落里的碎碎念,男,录课期期投币,0,
馒头就着馒头吃,保密,我也需要！,0,
